1400,1400, 1500
1400,1450, 1500
1400,1500, 1500
1400,1550, 1500
1400,1600, 1500
1400,1650, 1500
1400,1700, 1500
1450,1400, 1500
1450,1450, 1500
1450,1500, 1500
1450,1550, 1500
1450,1600, 1500
1450,1650, 1500
1450,1700, 1500
1500,1400, 1500
1500,1450, 1500
1500,1500, 1500
1500,1550, 1500
1500,1600, 1500
1500,1650, 1500
1500,1700, 1500
1550,1400, 1500
1550,1450, 1500
1550,1500, 1500
1550,1550, 1500
1550,1600, 1500
1550,1650, 1500
1550,1700, 1500
1600,1400, 1500
1600,1450, 1500
1600,1500, 1500
1600,1550, 1500
1600,1600, 1500
1600,1650, 1500
1600,1700, 1500
1650,1400, 1500
1650,1450, 1500
1650,1500, 1500
1650,1550, 1500
1650,1600, 1500
1650,1650, 1500
1650,1700, 1500
1700,1400, 1500
1700,1450, 1500
1700,1500, 1500
1700,1550, 1500
1700,1600, 1500
1700,1650, 1500
1700,1700, 1500
